dbn,school_name,district,zip,community_school,economic_need_index,school_income_estimate,percent_ell,percent_asian,percent_black,percent_hispanic,percent_black__hispanic,percent_white,student_attendance_rate,percent_of_students_chronically_absent,rigorous_instruction_percent,collaborative_teachers_percent,supportive_environment_percent,effective_school_leadership_percent,strong_family_community_ties_percent,trust_percent,student_achievement_rating,average_ela_proficiency,average_math_proficiency,grade_7_ela_all_students_tested,grade_7_ela_4s_all_students,grade_7_ela_4s_american_indian_or_alaska_native,grade_7_ela_4s_black_or_african_american,grade_7_ela_4s_hispanic_or_latino,grade_7_ela_4s_asian_or_pacific_islander,grade_7_ela_4s_white,grade_7_ela_4s_multiracial,grade_7_ela_4s_limited_english_proficient,grade_7_ela_4s_economically_disadvantaged,grade_7_math_all_students_tested,grade_7_math_4s_all_students,grade_7_math_4s_american_indian_or_alaska_native,grade_7_math_4s_black_or_african_american,grade_7_math_4s_hispanic_or_latino,grade_7_math_4s_asian_or_pacific_islander,grade_7_math_4s_white,grade_7_math_4s_multiracial,grade_7_math_4s_limited_english_proficient,grade_7_math_4s_economically_disadvantaged,sie_provided,in_bronx,in_brooklyn,in_manhattan,in_queens,in_staten
10X342,INTERNATIONAL SCHOOL FOR LIBERAL ARTS,10,10468,0,0.857,,61,0,0,99,100,0,97.0,8.0,91.0,93.0,87.0,88.0,82.0,92.0,3.0,2.15,2.18,55,2,0,0,2,0,0,0,0,2,57,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10X363,ACADEMY FOR PERSONAL LEADERSHIP AND EXCELLENCE,10,10468,1,0.8859999999999999,,32,2,12,85,96,1,92.0,27.0,92.0,91.0,87.0,90.0,80.0,93.0,3.0,2.24,2.15,125,0,0,0,0,0,0,0,0,0,139,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10X368,IN-TECH ACADEMY (M.S. / HIGH SCHOOL 368),10,10463,0,0.7490000000000001,,15,4,10,82,91,4,94.0,22.0,77.0,73.0,81.0,64.0,71.0,84.0,3.0,2.37,2.28,157,13,1,1,6,4,1,0,0,9,164,6,0,0,3,3,0,0,0,4,0,1,0,0,0,0
10X390,M.S. 390,10,10453,0,0.9109999999999999,,26,1,13,85,98,1,93.0,24.0,84.0,84.0,82.0,80.0,77.0,86.0,2.0,2.15,2.13,133,2,0,0,2,0,0,0,0,2,137,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10X391,THE ANGELO PATRI MIDDLE SCHOOL,10,10457,1,0.9109999999999999,,36,1,25,72,97,1,90.0,35.0,86.0,84.0,82.0,78.0,80.0,88.0,3.0,2.09,1.98,160,3,0,0,3,0,0,0,0,3,168,7,0,0,6,0,0,0,0,6,0,1,0,0,0,0
10X447,CRESTON ACADEMY,10,10453,0,0.898,,31,3,12,84,96,1,92.0,26.0,91.0,93.0,86.0,90.0,87.0,93.0,4.0,2.3,2.33,155,9,0,1,7,1,0,0,0,8,162,9,0,0,9,0,0,0,0,8,0,1,0,0,0,0
10X459,EAST FORDHAM ACADEMY FOR THE ARTS,10,10468,0,0.8809999999999999,,26,2,12,84,97,1,92.0,27.0,77.0,78.0,83.0,71.0,78.0,83.0,2.0,2.14,1.97,104,1,0,0,1,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11X019,P.S. 019 JUDITH K. WEISS,11,10470,0,0.35,62840.53,8,4,8,28,36,59,95.0,9.0,96.0,96.0,89.0,94.0,83.0,95.0,2.0,2.81,2.98,58,13,0,0,0,0,9,0,0,5,59,19,0,0,2,0,12,0,0,9,1,1,0,0,0,0
11X083,P.S. 083 DONALD HERTZ,11,10462,0,0.611,51523.99,12,10,9,49,58,32,95.0,11.0,85.0,87.0,84.0,76.0,77.0,87.0,3.0,2.6,2.76,215,33,0,0,12,9,10,0,0,14,217,41,0,0,14,10,16,0,0,18,1,1,0,0,0,0
11X089,P.S. 089 BRONX,11,10469,0,0.737,42125.55,21,7,22,54,76,17,93.0,22.0,88.0,85.0,82.0,82.0,78.0,87.0,3.0,2.3,2.29,169,7,0,3,3,1,0,0,0,5,159,6,0,1,2,2,1,0,0,4,1,1,0,0,0,0
11X127,J.H.S. 127 THE CASTLE HILL,11,10462,0,0.716,,18,31,23,41,64,4,94.0,17.0,90.0,93.0,84.0,89.0,76.0,93.0,3.0,2.49,2.62,211,21,0,3,4,14,0,0,0,11,224,15,0,1,0,13,0,0,2,11,0,1,0,0,0,0
11X144,J.H.S. 144 MICHELANGELO,11,10469,0,0.691,,7,3,65,29,94,2,90.0,33.0,89.0,91.0,83.0,84.0,73.0,86.0,3.0,2.29,2.1,151,7,0,4,2,0,0,0,0,4,151,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11X175,P.S. 175 CITY ISLAND,11,10464,0,0.247,73103.77,2,6,9,29,38,54,95.0,13.0,93.0,96.0,85.0,88.0,87.0,90.0,3.0,2.86,3.03,35,2,0,0,1,0,1,0,0,0,34,9,0,0,0,0,6,0,0,4,1,1,0,0,0,0
11X180,M.S. 180 DR. DANIEL HALE WILLIAMS,11,10475,0,0.504,,1,3,69,23,92,3,95.0,13.0,87.0,94.0,86.0,90.0,94.0,94.0,3.0,2.71,2.71,279,36,0,23,7,5,0,0,0,22,277,36,0,24,4,7,0,0,0,22,0,1,0,0,0,0
11X181,I.S. 181 PABLO CASALS,11,10475,0,0.534,,3,5,63,26,89,4,93.0,21.0,87.0,90.0,86.0,84.0,77.0,91.0,3.0,2.66,2.67,258,33,0,23,6,0,3,0,0,27,259,37,0,18,11,0,3,0,0,28,0,1,0,0,0,0
11X194,P.S./M.S. 194,11,10462,0,0.764,45253.24,14,33,8,53,61,4,95.0,16.0,92.0,87.0,85.0,79.0,76.0,88.0,3.0,2.5,2.82,142,11,0,0,3,7,0,0,0,7,144,18,0,0,2,15,0,0,0,16,1,1,0,0,0,0
11X287,NORTH BRONX SCHOOL OF EMPOWERMENT,11,10467,0,0.737,,8,3,58,33,92,1,89.0,39.0,86.0,84.0,78.0,84.0,73.0,88.0,2.0,2.15,1.97,72,0,0,0,0,0,0,0,0,0,72,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
11X289,THE YOUNG SCHOLARS ACADEMY OF THE BRONX,11,10467,1,0.731,,12,2,70,25,95,2,91.0,33.0,90.0,90.0,74.0,82.0,75.0,88.0,2.0,2.16,2.09,91,1,0,1,0,0,0,0,0,0,96,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
11X326,BRONX GREEN MIDDLE SCHOOL,11,10467,0,0.778,,16,8,26,57,83,9,92.0,27.0,91.0,92.0,85.0,88.0,78.0,93.0,3.0,2.28,2.26,125,2,0,0,1,0,0,0,0,2,122,2,0,1,1,0,0,0,0,2,0,1,0,0,0,0
11X355,BRONX ALLIANCE MIDDLE SCHOOL,11,10466,0,0.7290000000000001,,7,5,61,31,92,2,93.0,26.0,84.0,89.0,82.0,82.0,84.0,92.0,2.0,2.08,2.08,104,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11X370,LEADERS OF TOMORROW,11,10467,1,0.7709999999999999,,19,4,50,40,90,3,88.0,46.0,93.0,88.0,81.0,88.0,77.0,91.0,2.0,2.13,2.06,64,2,0,2,0,0,0,0,0,2,67,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11X462,CORNERSTONE ACADEMY FOR SOCIAL ACTION MIDDLE SCHOOL (CASA),11,10475,0,0.631,,3,0,67,29,97,2,93.0,22.0,91.0,84.0,86.0,79.0,78.0,90.0,3.0,2.49,2.53,72,7,0,5,0,0,0,0,0,7,69,6,0,5,0,0,0,0,0,6,0,1,0,0,0,0
11X468,PELHAM ACADEMY OF ACADEMICS AND COMMUNITY ENGAGEMENT,11,10467,0,0.705,,11,7,18,64,82,10,93.0,17.0,86.0,93.0,90.0,89.0,83.0,90.0,3.0,2.46,2.36,113,5,0,0,3,2,0,0,0,5,125,7,0,0,4,3,0,0,0,5,0,1,0,0,0,0
11X498,P.S./M.S. 11X498 - VAN NEST ACADEMY,11,10462,0,0.647,45355.72,6,7,12,65,78,14,95.0,10.0,91.0,88.0,87.0,86.0,82.0,90.0,3.0,2.65,2.76,95,8,0,0,4,0,2,0,0,6,95,8,0,0,2,0,3,0,0,6,1,1,0,0,0,0
11X529,ONE WORLD MIDDLE SCHOOL AT EDENWALD,11,10466,0,0.701,,7,3,60,32,93,2,93.0,24.0,89.0,90.0,84.0,88.0,79.0,93.0,3.0,2.34,2.31,96,1,0,0,1,0,0,0,0,1,95,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
11X532,BAYCHESTER MIDDLE SCHOOL,11,10466,0,0.7020000000000001,,5,1,68,27,95,1,93.0,26.0,85.0,83.0,89.0,80.0,80.0,84.0,3.0,2.25,2.52,91,1,0,0,0,0,0,0,0,1,91,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11X556,BRONX PARK MIDDLE SCHOOL,11,10467,0,0.77,,16,7,26,57,83,9,92.0,27.0,89.0,88.0,80.0,83.0,84.0,90.0,2.0,2.19,2.15,136,4,0,3,0,0,0,0,0,2,137,2,0,1,0,0,0,0,0,2,0,1,0,0,0,0
11X566,PELHAM GARDENS MIDDLE SCHOOL,11,10469,0,0.7140000000000001,,7,2,67,27,95,2,92.0,31.0,84.0,91.0,87.0,88.0,78.0,94.0,3.0,2.29,2.22,142,1,0,1,0,0,0,0,0,1,145,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
12X098,J.H.S. 098 HERMAN RIDDER,12,10460,0,0.865,,21,1,29,67,96,2,90.0,35.0,85.0,90.0,76.0,87.0,91.0,92.0,3.0,2.07,2.15,64,0,0,0,0,0,0,0,0,0,62,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
12X129,M.S. 129 ACADEMY FOR INDEPENDENT LEARNING AND LEADERSHIP,12,10460,0,0.91,,14,2,32,63,95,1,92.0,28.0,89.0,92.0,86.0,88.0,83.0,94.0,4.0,2.26,2.25,172,6,0,0,4,0,0,0,0,6,176,11,0,2,6,0,0,0,0,11,0,1,0,0,0,0
12X190,E.S.M.T- I.S. 190,12,10460,0,0.852,,10,1,25,71,96,1,93.0,24.0,87.0,84.0,80.0,74.0,77.0,82.0,3.0,2.25,2.22,75,2,0,0,2,0,0,0,0,2,73,2,0,0,2,0,0,0,0,2,0,1,0,0,0,0
12X211,P.S. 211,12,10457,1,0.8690000000000001,23881.24,24,0,15,84,98,1,92.0,30.0,87.0,79.0,86.0,65.0,82.0,81.0,3.0,2.22,2.36,49,1,0,0,0,0,0,0,0,0,57,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0
12X212,P.S. 212,12,10456,0,0.8909999999999999,26962.88,19,1,35,61,95,1,91.0,35.0,89.0,90.0,84.0,84.0,78.0,90.0,3.0,2.15,2.26,57,2,0,0,1,0,0,0,0,2,61,2,0,0,2,0,0,0,0,2,1,1,0,0,0,0
12X214,P.S. 214,12,10460,0,0.867,26979.39,10,2,25,70,95,1,91.0,33.0,85.0,89.0,82.0,86.0,78.0,90.0,3.0,2.24,2.36,129,4,0,0,2,0,0,0,0,4,131,15,0,2,10,0,0,0,0,11,1,1,0,0,0,0
12X217,SCHOOL OF PERFORMING ARTS,12,10459,1,0.87,,21,3,28,67,96,1,90.0,38.0,79.0,77.0,71.0,73.0,82.0,82.0,2.0,2.11,1.98,93,0,0,0,0,0,0,0,0,0,94,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
12X242,MOTT HALL V,12,10472,0,0.795,,10,4,18,76,94,1,94.0,22.0,82.0,87.0,89.0,80.0,74.0,92.0,3.0,2.36,2.31,100,6,0,1,5,0,0,0,0,5,100,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
12X267,BRONX LATIN,12,10456,0,0.835,,12,2,21,77,98,0,94.0,13.0,93.0,97.0,91.0,96.0,87.0,96.0,4.0,2.34,2.33,71,9,0,0,4,0,0,0,0,0,71,2,0,0,2,0,0,0,0,0,0,1,0,0,0,0
12X271,EAST BRONX ACADEMY FOR THE FUTURE,12,10460,1,0.853,,11,1,26,72,98,1,87.0,48.0,85.0,91.0,84.0,92.0,75.0,93.0,3.0,2.23,2.16,80,1,0,0,0,0,0,0,0,0,81,3,0,0,0,0,0,0,0,3,0,1,0,0,0,0
12X273,FREDERICK DOUGLASS ACADEMY V. MIDDLE SCHOOL,12,10457,0,0.823,,8,1,30,67,97,1,90.0,37.0,81.0,92.0,80.0,89.0,78.0,92.0,2.0,2.25,2.19,78,2,0,0,2,0,0,0,0,1,80,5,0,0,3,0,0,0,0,4,0,1,0,0,0,0
12X286,FANNIE LOU HAMER MIDDLE SCHOOL,12,10460,1,0.843,,16,1,26,71,97,1,92.0,20.0,89.0,94.0,86.0,93.0,80.0,94.0,3.0,2.23,2.17,83,1,0,0,0,0,0,0,0,1,84,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0
12X316,KAPPA III,12,10460,0,0.841,,9,2,30,65,95,2,94.0,19.0,92.0,93.0,86.0,89.0,80.0,94.0,3.0,2.43,2.52,113,5,0,2,2,0,0,0,0,4,114,8,0,2,4,0,0,0,0,6,0,1,0,0,0,0
12X318,"I.S. X318 MATH, SCIENCE & TECHNOLOGY THROUGH ARTS",12,10457,0,0.878,,19,1,27,70,97,2,88.0,38.0,85.0,79.0,83.0,73.0,79.0,90.0,3.0,2.15,2.16,85,1,0,0,1,0,0,0,0,0,86,2,0,1,1,0,0,0,0,0,0,1,0,0,0,0
12X341,ACCION ACADEMY,12,10457,0,0.903,,18,2,25,69,95,3,88.0,40.0,85.0,91.0,83.0,87.0,80.0,92.0,3.0,2.2,2.07,32,2,0,0,1,0,0,0,0,2,31,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
12X372,URBAN ASSEMBLY SCHOOL FOR WILDLIFE CONSERVATION,12,10460,0,0.809,,11,1,27,69,96,2,87.0,42.0,90.0,76.0,83.0,62.0,78.0,79.0,3.0,2.27,2.24,61,1,0,0,1,0,0,0,0,1,64,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
12X383,EMOLIOR ACADEMY,12,10460,0,0.8390000000000001,,21,4,25,64,89,2,90.0,37.0,76.0,84.0,82.0,83.0,83.0,92.0,3.0,2.22,2.33,80,2,0,0,0,0,0,0,0,2,81,3,0,1,1,0,0,0,0,3,0,1,0,0,0,0
12X384,ENTRADA ACADEMY,12,10459,1,0.868,,33,2,16,80,96,1,92.0,23.0,74.0,73.0,80.0,70.0,77.0,85.0,2.0,2.04,1.97,87,1,0,0,1,0,0,0,0,1,99,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
13K008,P.S. 008 ROBERT FULTON,13,11201,0,0.179,111743.74,2,6,14,11,25,61,96.0,8.0,91.0,93.0,84.0,90.0,92.0,92.0,3.0,3.19,3.17,75,16,0,2,1,0,13,0,0,2,73,7,0,0,1,0,6,0,0,0,1,0,1,0,0,0
13K113,M.S. 113 RONALD EDMONDS LEARNING CENTER,13,11205,0,0.797,,3,4,75,18,93,2,92.0,28.0,81.0,79.0,83.0,73.0,76.0,85.0,2.0,2.31,2.21,111,3,0,1,0,0,0,0,0,2,110,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
13K265,DR. SUSAN S. MCKINNEY SECONDARY SCHOOL OF THE ARTS,13,11205,0,0.782,,5,2,73,23,96,0,91.0,36.0,86.0,85.0,81.0,85.0,79.0,87.0,3.0,2.24,2.08,33,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
13K266,M.S. K266 - PARK PLACE COMMUNITY MIDDLE SCHOOL,13,11216,0,0.6890000000000001,,2,1,78,19,98,1,91.0,33.0,84.0,88.0,75.0,85.0,85.0,92.0,2.0,2.23,2.1,41,2,0,0,0,0,0,0,0,2,40,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
13K282,P.S. 282 PARK SLOPE,13,11217,0,0.555,64025.89,4,3,59,25,85,9,92.0,26.0,89.0,78.0,82.0,75.0,89.0,86.0,2.0,2.52,2.51,75,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
13K301,SATELLITE EAST MIDDLE SCHOOL,13,11216,1,0.856,,18,17,65,14,78,2,88.0,47.0,89.0,86.0,84.0,80.0,79.0,85.0,2.0,2.14,1.99,30,1,0,1,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
13K313,SATELLITE WEST MIDDLE SCHOOL,13,11201,0,0.8590000000000001,,8,4,42,52,94,0,87.0,47.0,91.0,87.0,88.0,84.0,84.0,89.0,3.0,2.19,2.25,16,1,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
13K351,THE URBAN ASSEMBLY UNISON SCHOOL,13,11238,0,0.78,,16,15,68,14,82,3,90.0,37.0,75.0,88.0,68.0,89.0,86.0,87.0,2.0,2.21,2.07,43,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
13K492,ACADEMY OF ARTS AND LETTERS,13,11205,0,0.363,63016.09,1,7,39,17,57,31,95.0,10.0,94.0,96.0,90.0,92.0,91.0,93.0,3.0,2.82,2.83,58,18,0,4,3,0,0,0,0,4,57,12,0,5,0,0,0,0,0,5,1,0,1,0,0,0
13K527,URBAN ASSEMBLY INSTITUTE OF MATH AND SCIENCE FOR YOUNG WOMEN,13,11201,0,0.695,,5,5,71,14,86,8,91.0,28.0,84.0,89.0,82.0,86.0,73.0,88.0,2.0,2.36,2.19,50,4,0,4,0,0,0,0,0,2,50,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0
13K691,FORT GREENE PREPARATORY ACADEMY,13,11205,0,0.701,,7,2,65,28,93,4,93.0,22.0,74.0,78.0,76.0,70.0,82.0,84.0,2.0,2.27,2.11,78,2,0,1,1,0,0,0,0,2,78,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14K050,J.H.S. 050 JOHN D. WELLS,14,11211,1,0.8220000000000001,,21,1,14,82,96,3,89.0,40.0,82.0,80.0,81.0,66.0,78.0,85.0,3.0,2.13,2.11,49,1,0,0,0,0,0,0,0,1,55,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14K071,JUAN MOREL CAMPOS SECONDARY SCHOOL,14,11206,1,0.868,,22,1,15,78,93,5,90.0,35.0,88.0,92.0,82.0,88.0,77.0,91.0,2.0,2.06,1.99,66,2,0,0,2,0,0,0,0,1,66,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0
14K084,P.S. 084 JOSE DE DIEGO,14,11211,0,0.5770000000000001,57582.52,17,3,3,62,65,27,93.0,23.0,93.0,93.0,92.0,84.0,89.0,94.0,2.0,2.43,2.45,55,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
14K126,JOHN ERICSSON MIDDLE SCHOOL 126,14,11222,1,0.777,,12,2,22,63,84,12,92.0,26.0,87.0,77.0,86.0,66.0,82.0,83.0,3.0,2.25,2.22,130,6,0,0,2,0,0,0,0,3,130,4,0,0,3,0,0,0,0,2,0,0,1,0,0,0
14K318,I.S. 318 EUGENIO MARIA DE HOSTOS,14,11206,0,0.6779999999999999,,5,7,18,62,80,13,95.0,14.0,87.0,91.0,87.0,85.0,78.0,92.0,3.0,2.59,2.63,469,45,0,4,15,0,15,0,0,9,467,65,0,7,15,0,25,0,0,19,0,0,1,0,0,0
14K577,CONSELYEA PREPARATORY SCHOOL,14,11211,0,0.551,,3,3,3,59,62,35,95.0,16.0,92.0,91.0,88.0,89.0,78.0,92.0,2.0,2.85,2.6,146,27,0,0,13,3,11,0,0,7,146,17,0,0,3,2,11,0,0,2,0,0,1,0,0,0
14K582,M.S. 582,14,11206,0,0.825,,11,0,23,72,95,3,92.0,29.0,97.0,96.0,93.0,92.0,84.0,95.0,3.0,2.38,2.15,71,1,0,0,1,0,0,0,0,1,73,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14K586,LYONS COMMUNITY SCHOOL,14,11206,0,0.843,,11,1,40,56,97,1,88.0,39.0,85.0,95.0,84.0,92.0,84.0,93.0,2.0,2.11,1.89,35,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
14K614,YOUNG WOMEN'S LEADERSHIP SCHOOL OF BROOKLYN,14,11206,0,0.68,,4,4,58,33,91,2,92.0,26.0,84.0,88.0,85.0,83.0,81.0,93.0,3.0,2.52,2.44,37,1,0,1,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
15K051,M.S. 51 WILLIAM ALEXANDER,15,11215,0,0.248,,2,12,10,19,29,57,97.0,3.0,87.0,88.0,89.0,85.0,74.0,90.0,4.0,3.5,3.49,354,186,0,8,12,27,134,0,0,13,354,188,0,5,10,28,140,0,0,15,0,0,1,0,0,0
15K088,J.H.S. 088 PETER ROUGET,15,11215,0,0.7190000000000001,,12,18,11,60,71,10,95.0,13.0,89.0,87.0,86.0,77.0,78.0,90.0,4.0,2.58,2.67,374,29,0,0,13,9,4,0,0,18,374,62,0,0,27,23,9,0,1,42,0,0,1,0,0,0
15K136,I.S. 136 CHARLES O. DEWEY,15,11232,0,0.809,,36,6,3,84,87,7,94.0,19.0,91.0,94.0,89.0,87.0,83.0,94.0,3.0,2.19,2.13,141,4,0,0,3,1,0,0,0,4,151,2,0,0,0,2,0,0,1,2,0,0,1,0,0,0
15K429,DIGITAL ARTS AND CINEMA TECHNOLOGY HIGH SCHOOL,15,11201,0,0.7490000000000001,,7,3,54,39,93,4,88.0,52.0,79.0,73.0,78.0,67.0,69.0,76.0,3.0,2.1,2.14,25,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
15K442,M.S. 442 CARROLL GARDENS SCHOOL FOR INNOVATION,15,11231,0,0.684,,7,6,26,47,73,19,92.0,27.0,84.0,90.0,85.0,83.0,82.0,92.0,4.0,2.36,2.3,53,5,0,2,2,0,0,0,0,3,55,6,0,1,3,0,0,0,0,4,0,0,1,0,0,0
15K443,NEW VOICES SCHOOL OF ACADEMIC & CREATIVE ARTS,15,11215,0,0.381,,1,6,13,35,48,45,95.0,10.0,93.0,94.0,86.0,89.0,83.0,93.0,4.0,3.1,3.11,164,49,0,7,13,0,28,0,0,7,160,39,0,1,11,0,22,0,0,8,0,0,1,0,0,0
15K447,THE MATH & SCIENCE EXPLORATORY SCHOOL,15,11217,0,0.244,,0,8,17,20,37,52,96.0,7.0,87.0,92.0,87.0,91.0,88.0,93.0,4.0,3.42,3.6,161,72,0,4,8,7,52,1,0,8,161,95,0,3,11,12,65,4,0,12,0,0,1,0,0,0
15K448,BROOKLYN SECONDARY SCHOOL FOR COLLABORATIVE STUDIES,15,11231,0,0.635,,7,3,40,45,85,10,94.0,17.0,85.0,91.0,85.0,87.0,81.0,93.0,2.0,2.49,2.04,21,1,0,0,0,0,0,0,0,1,20,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
15K464,PARK SLOPE COLLEGIATE,15,11215,0,0.652,,9,7,39,36,75,14,94.0,20.0,91.0,93.0,83.0,92.0,79.0,92.0,3.0,2.38,2.5,36,7,0,0,0,0,7,0,0,0,37,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
15K497,SCHOOL FOR INTERNATIONAL STUDIES,15,11201,0,0.71,,11,5,43,34,77,16,95.0,13.0,83.0,85.0,73.0,79.0,71.0,80.0,2.0,2.14,2.01,30,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
15K821,SUNSET PARK PREP,15,11232,0,0.807,,15,19,1,75,76,4,96.0,9.0,78.0,84.0,84.0,85.0,71.0,92.0,4.0,2.68,2.89,164,17,0,0,11,5,1,0,0,16,165,44,0,0,17,23,4,0,0,40,0,0,1,0,0,0
15K839,M.S. 839,15,11218,0,,,8,14,14,33,47,36,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16K035,M.S. 035 STEPHEN DECATUR,16,11233,0,0.7509999999999999,,1,1,85,14,98,0,92.0,28.0,97.0,97.0,93.0,92.0,94.0,96.0,4.0,2.41,2.39,50,1,0,1,0,0,0,0,0,1,50,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16K057,J.H.S. 057 WHITELAW REID,16,11221,0,0.884,,3,0,66,32,98,1,90.0,36.0,95.0,99.0,92.0,97.0,86.0,97.0,4.0,2.37,2.29,44,3,0,2,1,0,0,0,0,2,44,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16K262,P.S. 262 EL HAJJ MALIK EL SHABAZZ ELEMENTARY SCHOOL,16,11233,0,0.8270000000000001,42310.89,4,1,84,14,97,2,92.0,32.0,92.0,95.0,90.0,85.0,86.0,92.0,3.0,2.55,2.41,31,2,0,1,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
16K267,"M.S. 267 MATH, SCIENCE & TECHNOLOGY",16,11221,0,0.826,,10,2,63,25,87,3,86.0,46.0,97.0,93.0,86.0,92.0,80.0,91.0,4.0,2.43,2.42,35,4,0,3,1,0,0,0,0,3,28,4,0,1,2,0,0,0,0,3,0,0,1,0,0,0
16K308,P.S. 308 CLARA CARDWELL,16,11221,0,0.828,35536.41,5,2,78,19,96,0,89.0,44.0,87.0,86.0,86.0,77.0,83.0,86.0,2.0,2.27,2.01,46,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
16K584,M.S. 584,16,11213,1,0.885,,10,1,74,23,97,0,90.0,41.0,90.0,93.0,81.0,93.0,87.0,95.0,3.0,2.09,1.98,19,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16K681,MADIBA PREP MIDDLE SCHOOL,16,11221,0,0.759,,7,1,76,21,97,2,91.0,27.0,87.0,87.0,84.0,76.0,80.0,88.0,2.0,2.18,2.13,42,0,0,0,0,0,0,0,0,0,42,2,0,1,0,0,0,0,0,2,0,0,1,0,0,0
17K002,PARKSIDE PREPARATORY ACADEMY,17,11226,0,0.7170000000000001,,7,3,81,13,93,2,94.0,16.0,87.0,89.0,85.0,86.0,77.0,88.0,3.0,2.46,2.42,153,3,0,1,1,0,1,0,0,3,155,8,0,6,1,0,1,0,0,8,0,0,1,0,0,0
17K061,M.S. 061 DR. GLADSTONE H. ATWELL,17,11225,0,0.713,,6,1,84,10,94,1,93.0,21.0,85.0,78.0,82.0,70.0,86.0,81.0,2.0,2.36,2.32,255,16,0,12,1,0,0,0,0,13,261,13,0,9,1,0,0,0,0,10,0,0,1,0,0,0
17K138,P.S. 138 BROOKLYN,17,11216,0,0.7759999999999999,42632.0,6,1,85,9,94,4,91.0,31.0,99.0,100.0,92.0,99.0,92.0,96.0,3.0,2.47,2.54,85,2,0,2,0,0,0,0,0,2,85,7,0,7,0,0,0,0,0,4,1,0,1,0,0,0
17K181,P.S. 181 BROOKLYN,17,11203,0,0.721,43642.71,9,0,86,10,95,2,92.0,26.0,80.0,81.0,81.0,79.0,81.0,87.0,2.0,2.27,2.17,77,2,0,1,0,0,0,0,0,1,78,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0
17K189,P.S. 189 THE BILINGUAL CENTER,17,11212,0,0.735,36588.31,16,2,72,25,97,0,94.0,18.0,94.0,91.0,87.0,83.0,82.0,90.0,4.0,2.66,2.91,112,8,0,8,0,0,0,0,0,7,102,18,0,14,0,0,0,0,0,15,1,0,1,0,0,0
