dbn,grade_7_enrollment,num_shsat_test_takers,offers_per_student,pct_test_takers,high_registrations,school_name,district,zip,community_school,economic_need_index,school_income_estimate,percent_ell,percent_asian,percent_black,percent_hispanic,percent_black__hispanic,percent_white,student_attendance_rate,percent_of_students_chronically_absent,rigorous_instruction_percent,rigorous_instruction_rating,collaborative_teachers_percent,collaborative_teachers_rating,supportive_environment_percent,supportive_environment_rating,effective_school_leadership_percent,effective_school_leadership_rating,strong_family_community_ties_percent,strong_family_community_ties_rating,trust_percent,trust_rating,student_achievement_rating,average_ela_proficiency,average_math_proficiency,grade_7_ela_all_students_tested,grade_7_ela_4s_all_students,grade_7_ela_4s_american_indian_or_alaska_native,grade_7_ela_4s_black_or_african_american,grade_7_ela_4s_hispanic_or_latino,grade_7_ela_4s_asian_or_pacific_islander,grade_7_ela_4s_white,grade_7_ela_4s_multiracial,grade_7_ela_4s_limited_english_proficient,grade_7_ela_4s_economically_disadvantaged,grade_7_math_all_students_tested,grade_7_math_4s_all_students,grade_7_math_4s_american_indian_or_alaska_native,grade_7_math_4s_black_or_african_american,grade_7_math_4s_hispanic_or_latino,grade_7_math_4s_asian_or_pacific_islander,grade_7_math_4s_white,grade_7_math_4s_multiracial,grade_7_math_4s_limited_english_proficient,grade_7_math_4s_economically_disadvantaged,number_of_students_english,number_of_students_math,number_of_students_science,number_of_students_social_studies,number_of_classes_english,number_of_classes_math,number_of_classes_science,number_of_classes_social_studies,average_class_size_english,average_class_size_math,average_class_size_science,average_class_size_social_studies,school_pupil_teacher_ratio
30Q145,582,137,1,23,0,I.S. 145 JOSEPH PULITZER,30,11372,0,0.682,,21,8,1,89,90,2,96.0,9.0,87.0,3.0,85.0,3.0,86.0,4.0,74.0,2.0,76.0,2.0,86.0,2.0,3.0,2.43,2.57,640,40,0,0,37,2,0,0,0,36,662,60,0,0,51,9,0,0,0,54,2584.0,2116.0,2051.0,2360.0,106.0,85.0,82.0,90.0,24.37735849056604,24.894117647058824,25.01219512195122,26.222222222222218,14.199999999999996
03M291,102,31,5,23,0,WEST END SECONDARY SCHOOL,3,10023,0,,,2,4,10,18,27,63,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240.0,240.0,240.0,240.0,9.0,9.0,9.0,9.0,26.66666666666667,26.66666666666667,26.66666666666667,26.66666666666667,14.7
15K497,109,32,6,18,0,SCHOOL FOR INTERNATIONAL STUDIES,15,11201,0,0.71,,11,5,43,34,77,16,95.0,13.0,83.0,3.0,85.0,4.0,73.0,2.0,79.0,3.0,71.0,2.0,80.0,2.0,2.0,2.14,2.01,30,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,275.0,320.0,261.0,262.0,13.0,15.0,11.0,12.0,21.153846153846157,21.33333333333333,23.72727272727273,21.83333333333333,14.0
25Q164,88,38,7,43,1,P.S. 164 QUEENS VALLEY,25,11367,0,0.415,64280.02,10,29,6,26,32,38,95.0,10.0,89.0,3.0,88.0,3.0,83.0,3.0,76.0,3.0,79.0,2.0,89.0,3.0,3.0,2.95,3.24,83,16,0,0,5,6,3,0,0,12,82,15,0,0,2,10,2,0,0,13,357.0,264.0,264.0,263.0,15.0,11.0,11.0,12.0,23.8,24.0,24.0,21.91666666666667,14.0
20K030,125,51,5,41,1,P.S./I.S. 30 MARY WHITE OVINGTON,20,11209,0,0.6509999999999999,50776.12,26,20,2,30,31,48,95.0,13.0,87.0,3.0,88.0,4.0,87.0,3.0,81.0,3.0,76.0,1.0,90.0,3.0,3.0,2.71,2.81,130,22,0,0,2,0,16,0,0,15,132,16,0,0,5,0,7,0,0,11,389.0,379.0,379.0,378.0,16.0,14.0,14.0,14.0,24.3125,27.07142857142857,27.07142857142857,27.0,12.599999999999996
31R051,461,101,1,23,0,I.S. 051 EDWIN MARKHAM,31,10302,0,0.604,,8,6,22,44,66,27,91.0,29.0,85.0,2.0,86.0,4.0,80.0,2.0,80.0,3.0,77.0,2.0,88.0,3.0,3.0,2.47,2.32,376,19,0,0,5,0,9,0,0,8,358,20,0,1,2,0,13,0,0,6,2111.0,1552.0,1320.0,1387.0,93.0,63.0,54.0,59.0,22.6989247311828,24.63492063492064,24.444444444444446,23.50847457627119,13.599999999999998
01M188,55,0,0,0,0,P.S. 188 THE ISLAND SCHOOL,1,10002,1,0.917,27881.59,16,2,30,64,93,4,91.0,37.0,100.0,3.0,100.0,4.0,99.0,3.0,99.0,4.0,92.0,4.0,99.0,4.0,3.0,2.17,2.32,54,0,0,0,0,0,0,0,0,0,54,1,0,0,1,0,0,0,0,1,83.0,179.0,181.0,,2.0,7.0,8.0,,41.5,25.57142857142857,22.625,,11.099999999999998
02M225,25,0,0,0,0,ELLA BAKER SCHOOL,2,10021,0,0.429,58096.58,3,4,19,37,56,35,92.0,26.0,91.0,4.0,91.0,4.0,93.0,3.0,82.0,3.0,95.0,4.0,90.0,3.0,3.0,2.71,2.75,12,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,,68.0,68.0,,,2.0,3.0,,,34.0,22.66666666666667,,14.0
02M655,22,0,0,0,0,LIFE SCIENCES SECONDARY SCHOOL,2,10128,0,0.765,,6,5,31,60,91,2,90.0,30.0,90.0,3.0,90.0,2.0,77.0,2.0,67.0,1.0,65.0,1.0,81.0,2.0,2.0,2.24,1.95,16,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,66.0,66.0,66.0,66.0,3.0,3.0,3.0,3.0,22.0,22.0,22.0,22.0,13.9
03M076,57,0,0,0,0,P.S. 076 A. PHILIP RANDOLPH,3,10027,0,0.85,39051.13,9,1,80,16,96,3,90.0,42.0,91.0,3.0,95.0,3.0,93.0,3.0,89.0,4.0,89.0,4.0,96.0,4.0,3.0,2.39,2.24,43,2,0,2,0,0,0,0,0,2,44,0,0,0,0,0,0,0,0,0,184.0,160.0,160.0,160.0,8.0,7.0,8.0,7.0,23.0,22.857142857142854,20.0,22.857142857142854,15.400000000000004
03M149,32,0,0,0,0,P.S. 149 SOJOURNER TRUTH,3,10026,1,0.883,37110.83,9,3,64,27,92,2,91.0,37.0,83.0,2.0,70.0,1.0,77.0,2.0,60.0,1.0,81.0,2.0,82.0,2.0,2.0,2.1,2.03,24,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,82.0,79.0,82.0,82.0,4.0,4.0,4.0,4.0,20.5,19.75,20.5,20.5,10.7
03M250,60,0,0,0,0,M.S. 250 WEST SIDE COLLABORATIVE MIDDLE SCHOOL,3,10025,0,0.6609999999999999,,6,2,32,55,87,9,94.0,18.0,91.0,3.0,98.0,4.0,91.0,4.0,97.0,4.0,82.0,3.0,96.0,4.0,4.0,2.61,2.44,52,5,0,1,3,0,0,0,0,2,52,3,0,0,2,0,0,0,0,2,197.0,188.0,81.0,188.0,11.0,10.0,3.0,5.0,17.90909090909091,18.8,27.0,37.6,11.400000000000002
03M860,19,0,0,0,0,FREDERICK DOUGLASS ACADEMY II SECONDARY SCHOOL,3,10026,0,0.7859999999999999,,8,2,68,27,95,1,88.0,34.0,76.0,2.0,76.0,3.0,81.0,2.0,72.0,2.0,76.0,2.0,84.0,3.0,3.0,2.32,2.22,23,0,0,0,0,0,0,0,0,0,22,1,0,0,1,0,0,0,0,0,60.0,112.0,52.0,,5.0,7.0,4.0,,12.0,16.0,13.0,,11.3
04M007,43,0,0,0,0,P.S. 007 SAMUEL STERN,4,10035,0,0.899,24553.59,12,3,30,62,92,4,90.0,34.0,90.0,3.0,86.0,4.0,83.0,2.0,82.0,3.0,84.0,3.0,87.0,3.0,4.0,2.43,2.52,37,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,142.0,142.0,162.0,142.0,6.0,6.0,7.0,6.0,23.66666666666667,23.66666666666667,23.142857142857146,23.66666666666667,11.7
04M096,55,0,0,0,0,P.S. 096 JOSEPH LANZETTA,4,10035,0,0.902,25392.85,18,2,26,68,94,3,91.0,37.0,88.0,2.0,85.0,3.0,89.0,3.0,77.0,2.0,77.0,1.0,88.0,2.0,3.0,2.17,2.03,48,1,0,0,1,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,206.0,217.0,201.0,206.0,8.0,11.0,10.0,9.0,25.75,19.727272727272727,20.1,22.88888888888889,9.2
04M372,63,0,0,0,0,ESPERANZA PREPARATORY ACADEMY,4,10029,0,0.836,,28,1,15,82,97,2,91.0,35.0,87.0,4.0,77.0,2.0,84.0,3.0,72.0,2.0,77.0,2.0,85.0,2.0,3.0,2.19,2.08,74,1,0,0,1,0,0,0,0,1,80,0,0,0,0,0,0,0,0,0,272.0,234.0,239.0,214.0,14.0,12.0,12.0,11.0,19.428571428571427,19.5,19.916666666666668,19.454545454545453,11.599999999999996
04M406,38,0,0,0,0,GLOBAL TECHNOLOGY PREPARATORY,4,10035,0,0.85,,11,3,40,56,97,1,95.0,15.0,89.0,2.0,99.0,4.0,88.0,3.0,96.0,4.0,81.0,3.0,94.0,3.0,4.0,2.27,2.36,41,1,0,0,0,0,0,0,0,0,41,1,0,0,0,0,0,0,1,0,163.0,250.0,133.0,133.0,8.0,10.0,7.0,8.0,20.375,25.0,19.0,16.625,11.2
05M123,58,0,0,0,0,P.S. 123 MAHALIA JACKSON,5,10030,1,0.835,34752.53,17,2,52,41,93,4,88.0,49.0,83.0,2.0,72.0,2.0,84.0,2.0,65.0,1.0,82.0,2.0,81.0,2.0,2.0,2.11,2.0,53,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,161.0,161.0,161.0,161.0,8.0,8.0,8.0,8.0,20.125,20.125,20.125,20.125,10.3
06M349,38,0,0,0,0,HARBOR HEIGHTS,6,10033,0,0.878,,91,0,0,100,100,0,97.0,3.0,85.0,3.0,93.0,3.0,89.0,4.0,88.0,3.0,85.0,3.0,94.0,3.0,2.0,1.81,2.03,24,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,149.0,149.0,149.0,149.0,7.0,7.0,7.0,7.0,21.285714285714285,21.285714285714285,21.285714285714285,21.285714285714285,13.9
06M528,53,0,0,0,0,I.S. 528 BEA FULLER RODGERS SCHOOL,6,10033,1,0.867,,19,1,2,97,99,0,95.0,14.0,82.0,2.0,82.0,2.0,91.0,3.0,78.0,2.0,85.0,3.0,91.0,3.0,3.0,2.24,2.19,45,1,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,425.0,393.0,196.0,197.0,17.0,16.0,8.0,8.0,25.0,24.5625,24.5,24.625,12.0
07X151,86,0,0,0,0,J.H.S. 151 LOU GEHRIG,7,10451,0,0.89,,34,1,28,69,98,1,92.0,29.0,88.0,3.0,90.0,3.0,85.0,3.0,78.0,2.0,80.0,3.0,90.0,3.0,3.0,2.1,1.98,72,1,0,0,1,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,231.0,231.0,231.0,151.0,8.0,12.0,12.0,7.0,28.875,19.25,19.25,21.571428571428577,10.4
07X224,130,0,0,0,0,P.S./I.S. 224,7,10454,0,0.903,,26,0,25,74,98,1,90.0,35.0,87.0,3.0,87.0,3.0,81.0,3.0,80.0,2.0,79.0,2.0,88.0,3.0,3.0,2.18,2.13,110,1,0,0,1,0,0,0,0,0,111,0,0,0,0,0,0,0,0,0,577.0,404.0,381.0,381.0,25.0,18.0,16.0,16.0,23.08,22.444444444444446,23.8125,23.8125,13.099999999999996
07X500,59,0,0,0,0,HOSTOS-LINCOLN ACADEMY OF SCIENCE,7,10455,0,0.799,,5,3,18,76,94,1,93.0,21.0,83.0,2.0,79.0,2.0,76.0,2.0,71.0,2.0,77.0,3.0,86.0,3.0,2.0,2.26,2.19,60,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,180.0,261.0,175.0,175.0,9.0,12.0,8.0,8.0,20.0,21.75,21.875,21.875,15.199999999999998
07X551,87,0,0,0,0,THE URBAN ASSEMBLY BRONX ACADEMY OF LETTERS,7,10451,0,0.882,,14,1,30,67,97,2,90.0,33.0,80.0,2.0,79.0,2.0,76.0,3.0,72.0,2.0,77.0,2.0,83.0,2.0,2.0,2.08,2.06,82,1,0,1,0,0,0,0,0,1,81,0,0,0,0,0,0,0,0,0,260.0,247.0,263.0,247.0,14.0,11.0,12.0,11.0,18.571428571428573,22.454545454545453,21.91666666666667,22.454545454545453,10.2
08X269,99,0,0,0,0,BRONX STUDIO SCHOOL FOR WRITERS AND ARTISTS,8,10459,1,0.853,,14,1,22,76,98,1,92.0,29.0,81.0,2.0,84.0,3.0,79.0,2.0,82.0,3.0,75.0,2.0,91.0,3.0,3.0,2.24,2.15,83,0,0,0,0,0,0,0,0,0,82,1,0,0,1,0,0,0,0,1,429.0,426.0,282.0,261.0,17.0,16.0,11.0,9.0,25.235294117647058,26.625,25.63636363636364,29.0,14.0
08X301,89,0,0,0,0,M.S. 301 PAUL L. DUNBAR,8,10456,1,0.823,,22,0,41,57,98,1,88.0,45.0,84.0,2.0,89.0,3.0,87.0,2.0,85.0,3.0,80.0,3.0,92.0,3.0,2.0,1.97,1.95,61,1,0,0,1,0,0,0,0,1,63,0,0,0,0,0,0,0,0,0,355.0,518.0,237.0,237.0,15.0,21.0,10.0,10.0,23.66666666666667,24.66666666666667,23.7,23.7,12.099999999999998
08X424,99,0,0,0,0,THE HUNTS POINT SCHOOL,8,10474,1,0.8759999999999999,,27,0,21,77,98,1,90.0,35.0,83.0,2.0,74.0,1.0,83.0,2.0,73.0,2.0,82.0,3.0,86.0,3.0,3.0,2.11,2.02,93,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,0,378.0,298.0,290.0,290.0,19.0,17.0,15.0,15.0,19.894736842105264,17.529411764705884,19.33333333333333,19.33333333333333,8.5
09X117,178,0,0,0,0,I.S. 117 JOSEPH H. WADE,9,10453,1,0.9,,41,2,17,80,97,1,89.0,39.0,77.0,2.0,70.0,2.0,80.0,2.0,68.0,1.0,80.0,3.0,84.0,2.0,2.0,2.04,2.0,202,5,0,0,5,0,0,0,0,4,213,2,0,0,1,0,0,0,0,2,1094.0,620.0,565.0,554.0,48.0,27.0,25.0,24.0,22.79166666666667,22.962962962962962,22.6,23.08333333333333,10.900000000000004
09X229,79,0,0,0,0,I.S. 229 ROLAND PATTERSON,9,10453,0,0.885,,20,1,35,63,98,1,90.0,38.0,78.0,2.0,65.0,2.0,83.0,2.0,63.0,1.0,81.0,3.0,81.0,2.0,2.0,2.1,1.99,83,1,0,0,1,0,0,0,0,1,87,0,0,0,0,0,0,0,0,0,272.0,238.0,264.0,238.0,17.0,14.0,15.0,14.0,16.0,17.0,17.6,17.0,7.099999999999999
10X342,46,0,0,0,0,INTERNATIONAL SCHOOL FOR LIBERAL ARTS,10,10468,0,0.857,,61,0,0,99,100,0,97.0,8.0,91.0,3.0,93.0,4.0,87.0,3.0,88.0,3.0,82.0,3.0,92.0,3.0,3.0,2.15,2.18,55,2,0,0,2,0,0,0,0,2,57,0,0,0,0,0,0,0,0,0,296.0,148.0,148.0,148.0,14.0,7.0,7.0,7.0,21.142857142857142,21.142857142857142,21.142857142857142,21.142857142857142,12.5
12X098,86,0,0,0,0,J.H.S. 098 HERMAN RIDDER,12,10460,0,0.865,,21,1,29,67,96,2,90.0,35.0,85.0,2.0,90.0,2.0,76.0,2.0,87.0,3.0,91.0,4.0,92.0,3.0,3.0,2.07,2.15,64,0,0,0,0,0,0,0,0,0,62,1,0,0,0,0,0,0,0,1,216.0,216.0,204.0,204.0,13.0,13.0,12.0,12.0,16.615384615384613,16.615384615384613,17.0,17.0,10.5
12X212,64,0,0,0,0,P.S. 212,12,10456,0,0.8909999999999999,26962.88,19,1,35,61,95,1,91.0,35.0,89.0,2.0,90.0,3.0,84.0,2.0,84.0,3.0,78.0,2.0,90.0,3.0,3.0,2.15,2.26,57,2,0,0,1,0,0,0,0,2,61,2,0,0,2,0,0,0,0,2,181.0,184.0,181.0,181.0,7.0,8.0,7.0,7.0,25.857142857142854,23.0,25.857142857142854,25.857142857142854,13.0
12X267,79,0,0,0,0,BRONX LATIN,12,10456,0,0.835,,12,2,21,77,98,0,94.0,13.0,93.0,4.0,97.0,4.0,91.0,4.0,96.0,4.0,87.0,4.0,96.0,4.0,4.0,2.34,2.33,71,9,0,0,4,0,0,0,0,0,71,2,0,0,2,0,0,0,0,0,287.0,233.0,233.0,233.0,16.0,12.0,12.0,12.0,17.9375,19.416666666666668,19.416666666666668,19.416666666666668,13.0
12X286,94,0,0,0,0,FANNIE LOU HAMER MIDDLE SCHOOL,12,10460,1,0.843,,16,1,26,71,97,1,92.0,20.0,89.0,3.0,94.0,3.0,86.0,3.0,93.0,4.0,80.0,3.0,94.0,4.0,3.0,2.23,2.17,83,1,0,0,0,0,0,0,0,1,84,1,0,0,1,0,0,0,0,1,286.0,286.0,273.0,273.0,16.0,15.0,14.0,14.0,17.875,19.066666666666666,19.5,19.5,9.900000000000002
13K265,33,0,0,0,0,DR. SUSAN S. MCKINNEY SECONDARY SCHOOL OF THE ARTS,13,11205,0,0.782,,5,2,73,23,96,0,91.0,36.0,86.0,3.0,85.0,3.0,81.0,2.0,85.0,3.0,79.0,3.0,87.0,2.0,3.0,2.24,2.08,33,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,166.0,166.0,106.0,,11.0,11.0,7.0,,15.090909090909092,15.090909090909092,15.142857142857142,,11.8
14K071,66,0,0,0,0,JUAN MOREL CAMPOS SECONDARY SCHOOL,14,11206,1,0.868,,22,1,15,78,93,5,90.0,35.0,88.0,3.0,92.0,3.0,82.0,3.0,88.0,3.0,77.0,3.0,91.0,3.0,2.0,2.06,1.99,66,2,0,0,2,0,0,0,0,1,66,1,0,0,1,0,0,0,0,1,761.0,620.0,232.0,222.0,41.0,32.0,13.0,12.0,18.560975609756103,19.375,17.846153846153847,18.5,9.8
14K582,80,0,0,0,0,M.S. 582,14,11206,0,0.825,,11,0,23,72,95,3,92.0,29.0,97.0,4.0,96.0,4.0,93.0,4.0,92.0,4.0,84.0,3.0,95.0,4.0,3.0,2.38,2.15,71,1,0,0,1,0,0,0,0,1,73,0,0,0,0,0,0,0,0,0,456.0,258.0,258.0,258.0,21.0,12.0,12.0,12.0,21.714285714285715,21.5,21.5,21.5,10.8
14K614,54,0,0,0,0,YOUNG WOMEN'S LEADERSHIP SCHOOL OF BROOKLYN,14,11206,0,0.68,,4,4,58,33,91,2,92.0,26.0,84.0,3.0,88.0,4.0,85.0,3.0,83.0,3.0,81.0,3.0,93.0,4.0,3.0,2.52,2.44,37,1,0,1,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,189.0,147.0,147.0,159.0,8.0,6.0,6.0,7.0,23.625,24.5,24.5,22.714285714285715,14.2
17K531,22,0,0,0,0,"SCHOOL FOR HUMAN RIGHTS, THE",17,11203,0,0.687,,4,1,87,10,97,0,94.0,18.0,97.0,3.0,99.0,4.0,86.0,3.0,95.0,4.0,80.0,3.0,94.0,4.0,3.0,2.38,2.23,41,2,0,0,0,0,0,0,0,1,41,1,0,0,0,0,0,0,0,0,87.0,80.0,80.0,80.0,5.0,4.0,4.0,4.0,17.4,20.0,20.0,20.0,16.099999999999998
23K041,62,0,0,0,0,P.S. 041 FRANCIS WHITE,23,11212,0,0.9,29567.13,6,1,63,32,95,1,89.0,42.0,87.0,2.0,88.0,3.0,79.0,2.0,81.0,3.0,77.0,1.0,87.0,2.0,2.0,2.14,2.13,46,1,0,0,0,0,0,0,0,0,46,1,0,0,0,0,0,0,0,0,346.0,216.0,172.0,172.0,15.0,10.0,9.0,8.0,23.066666666666666,21.6,19.11111111111111,21.5,12.5
23K178,39,0,0,0,0,P.S. 178 SAINT CLAIR MCKELWAY,23,11233,0,0.884,31132.53,7,1,79,16,95,2,89.0,46.0,94.0,3.0,95.0,3.0,88.0,2.0,88.0,4.0,90.0,4.0,96.0,4.0,3.0,2.26,2.31,28,0,0,0,0,0,0,0,0,0,27,3,0,0,0,0,0,0,0,0,100.0,100.0,100.0,100.0,5.0,6.0,5.0,5.0,20.0,16.666666666666668,20.0,20.0,13.7
23K184,49,0,0,0,0,P.S. 184 NEWPORT,23,11212,0,0.904,29709.42,4,1,71,27,98,0,88.0,48.0,83.0,2.0,80.0,2.0,80.0,2.0,72.0,2.0,87.0,3.0,86.0,2.0,2.0,2.17,2.21,38,2,0,1,0,0,0,0,0,1,38,1,0,0,0,0,0,0,0,0,135.0,181.0,127.0,96.0,9.0,11.0,8.0,7.0,15.0,16.454545454545453,15.875,13.714285714285715,12.400000000000004
23K697,21,0,0,0,0,TEACHERS PREPARATORY HIGH SCHOOL,23,11212,0,0.7120000000000001,,2,1,80,17,97,1,90.0,33.0,84.0,2.0,82.0,3.0,76.0,2.0,76.0,2.0,73.0,2.0,81.0,2.0,3.0,2.44,2.39,16,2,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,75.0,50.0,50.0,50.0,5.0,3.0,3.0,3.0,15.0,16.666666666666668,16.666666666666668,16.666666666666668,13.2
27Q042,66,0,0,0,0,P.S./M.S 042 R. VERNAM,27,11692,1,0.825,47183.73,4,1,71,24,95,2,88.0,48.0,90.0,2.0,86.0,3.0,90.0,2.0,77.0,2.0,84.0,3.0,89.0,3.0,2.0,2.03,1.99,72,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,380.0,506.0,215.0,215.0,16.0,20.0,10.0,10.0,23.75,25.3,21.5,21.5,11.699999999999996
27Q047,10,0,0,0,0,P.S. 047 CHRIS GALAS,27,11693,0,0.304,67021.51,1,0,2,15,17,83,94.0,14.0,95.0,4.0,95.0,4.0,92.0,4.0,86.0,3.0,88.0,3.0,96.0,4.0,4.0,2.97,3.21,8,2,0,0,0,0,2,0,0,0,8,1,0,0,0,0,1,0,0,0,38.0,38.0,38.0,38.0,3.0,3.0,3.0,3.0,12.666666666666664,12.666666666666664,12.666666666666664,12.666666666666664,10.5
27Q114,43,0,0,0,0,P.S./M.S. 114 BELLE HARBOR,27,11694,0,0.371,95258.88,0,1,3,9,11,87,94.0,11.0,89.0,2.0,85.0,2.0,91.0,3.0,68.0,2.0,85.0,3.0,84.0,3.0,4.0,2.99,3.13,44,4,0,0,0,0,3,0,0,2,43,0,0,0,0,0,0,0,0,0,115.0,144.0,148.0,115.0,5.0,6.0,6.0,5.0,23.0,24.0,24.66666666666667,23.0,14.7
27Q318,76,0,0,0,0,WATERSIDE SCHOOL FOR LEADERSHIP,27,11694,0,0.755,,9,2,55,34,88,8,93.0,26.0,94.0,4.0,89.0,4.0,92.0,4.0,90.0,4.0,89.0,4.0,90.0,3.0,4.0,2.3,2.16,71,3,0,2,1,0,0,0,0,2,72,1,0,0,1,0,0,0,0,1,228.0,228.0,228.0,228.0,14.0,14.0,11.0,8.0,16.285714285714285,16.285714285714285,20.727272727272727,28.5,11.0
29Q327,82,0,0,0,0,EAGLE ACADEMY FOR YOUNG MEN III,29,11434,0,0.419,,0,1,86,3,90,3,93.0,27.0,81.0,3.0,66.0,3.0,81.0,,61.0,2.0,84.0,,80.0,,3.0,2.41,2.42,72,1,0,1,0,0,0,0,0,1,71,2,0,2,0,0,0,0,0,1,471.0,457.0,288.0,279.0,26.0,24.0,15.0,14.0,18.115384615384613,19.041666666666668,19.2,19.928571428571427,12.900000000000004
01M034,41,6,0,10,0,P.S. 034 FRANKLIN D. ROOSEVELT,1,10009,0,0.86,31454.0,7,5,29,63,92,4,92.0,28.0,85.0,2.0,78.0,3.0,82.0,3.0,73.0,2.0,89.0,3.0,88.0,3.0,4.0,2.48,2.47,55,4,0,0,3,0,0,0,0,0,55,3,0,0,3,0,0,0,0,0,158.0,158.0,158.0,158.0,6.0,6.0,6.0,6.0,26.33333333333333,26.33333333333333,26.33333333333333,26.33333333333333,9.0
01M140,65,6,0,9,0,P.S. 140 NATHAN STRAUS,1,10002,0,0.8490000000000001,34889.24,14,5,13,78,90,3,93.0,27.0,94.0,3.0,91.0,2.0,85.0,3.0,87.0,3.0,83.0,3.0,93.0,3.0,3.0,2.21,2.27,47,2,0,0,2,0,0,0,0,0,46,1,0,0,0,1,0,0,0,1,213.0,186.0,182.0,186.0,9.0,9.0,9.0,8.0,23.66666666666667,20.666666666666668,20.222222222222218,23.25,12.599999999999996
02M217,22,6,0,28,0,P.S./I.S. 217 ROOSEVELT ISLAND,2,10044,0,0.293,93388.06,7,29,16,14,30,36,95.0,10.0,93.0,4.0,95.0,4.0,89.0,3.0,88.0,3.0,89.0,4.0,92.0,3.0,3.0,2.9,3.01,24,0,0,0,0,0,0,0,0,0,25,1,0,0,0,0,0,0,0,1,61.0,61.0,72.0,61.0,3.0,3.0,4.0,3.0,20.33333333333333,20.33333333333333,18.0,20.33333333333333,16.5
04M377,39,6,0,11,0,RENAISSANCE SCHOOL OF THE ARTS,4,10035,1,0.865,,10,1,45,53,98,1,90.0,32.0,89.0,2.0,93.0,3.0,88.0,3.0,89.0,3.0,90.0,4.0,95.0,4.0,3.0,2.32,2.15,49,3,0,1,0,0,0,0,0,2,49,0,0,0,0,0,0,0,0,0,280.0,140.0,140.0,140.0,14.0,7.0,7.0,7.0,20.0,20.0,20.0,20.0,7.0
04M964,49,6,0,20,0,CENTRAL PARK EAST II,4,10029,0,0.46,42839.62,1,6,29,31,60,25,93.0,18.0,95.0,4.0,98.0,4.0,97.0,4.0,98.0,4.0,94.0,4.0,97.0,4.0,3.0,2.96,3.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78.0,78.0,78.0,78.0,3.0,3.0,3.0,3.0,26.0,26.0,26.0,26.0,11.6
06M018,39,6,0,11,0,P.S. 018 PARK TERRACE,6,10034,0,0.823,44006.21,44,0,1,97,98,2,93.0,23.0,92.0,3.0,87.0,3.0,86.0,3.0,79.0,3.0,85.0,3.0,90.0,3.0,3.0,2.1,2.36,40,2,0,0,0,0,0,0,0,1,42,1,0,0,0,0,0,0,0,1,107.0,96.0,96.0,96.0,6.0,5.0,5.0,5.0,17.833333333333332,19.2,19.2,19.2,12.7
06M348,87,6,0,3,0,WASHINGTON HEIGHTS EXPEDITIONARY LEARNING SCHOOL,6,10033,0,0.84,,17,1,3,94,97,2,94.0,18.0,83.0,3.0,87.0,4.0,89.0,3.0,76.0,2.0,79.0,2.0,92.0,3.0,3.0,2.48,2.67,78,4,0,0,0,0,0,0,0,3,78,9,0,0,0,0,0,0,0,7,308.0,328.0,260.0,260.0,11.0,12.0,9.0,9.0,28.0,27.33333333333333,28.88888888888889,28.88888888888889,13.900000000000002
07X296,96,6,0,7,0,SOUTH BRONX ACADEMY FOR APPLIED MEDIA,7,10456,0,0.908,,13,1,34,63,97,1,89.0,38.0,78.0,2.0,75.0,2.0,82.0,2.0,71.0,2.0,71.0,1.0,83.0,2.0,2.0,2.13,2.04,101,2,0,0,0,0,0,0,0,2,104,1,0,0,1,0,0,0,0,1,331.0,294.0,266.0,294.0,15.0,13.0,12.0,13.0,22.066666666666666,22.615384615384613,22.16666666666667,22.615384615384613,12.0
10X037,50,6,0,8,0,P.S. X037 - MULTIPLE INTELLIGENCE SCHOOL,10,10463,0,0.752,69064.16,15,2,23,72,95,2,92.0,33.0,93.0,3.0,92.0,3.0,85.0,2.0,86.0,3.0,88.0,3.0,92.0,3.0,3.0,2.37,2.55,64,4,0,0,4,0,0,0,0,2,63,2,0,0,2,0,0,0,0,1,156.0,173.0,156.0,155.0,9.0,10.0,9.0,9.0,17.333333333333332,17.3,17.333333333333332,17.22222222222222,13.8
